Flight_ID,Airline,Flight_Number,Departure_Airport,Arrival_Airport,Departure_Time,Arrival_Time,Ticket_Price_INR,Flight_Status
276,SpiceJet,UK3339,BOM,PNQ,2024-10-27 10:00,2024-10-27 02:00,9898,Delayed
277,Go First,UK8622,COK,BLR,2024-05-31 00:00,2024-05-31 05:00,4866,Cancelled
278,Vistara,6E796,HYD,AMD,2024-05-11 08:00,2024-05-11 05:00,11192,Cancelled
279,Go First,6E6821,BLR,PNQ,2024-11-08 10:00,2024-11-08 01:00,9508,Cancelled
280,Akasa Air,SG4071,HYD,BOM,2024-03-02 22:00,2024-03-02 02:00,4976,On Time
281,Go First,AI3284,HYD,BLR,2024-03-29 07:00,2024-03-29 03:00,11074,Delayed
282,Vistara,QP5929,AMD,CCU,2024-05-28 08:00,2024-05-28 04:00,9805,On Time
283,SpiceJet,QP7460,PNQ,BLR,2024-05-18 08:00,2024-05-18 05:00,3295,Cancelled
284,Go First,SG9341,MAA,COK,2024-07-10 12:00,2024-07-10 04:00,6666,Cancelled
285,SpiceJet,6E8899,MAA,COK,2024-07-12 07:00,2024-07-12 02:00,11094,Delayed
286,IndiGo,AI4502,COK,DEL,2024-12-16 09:00,2024-12-16 02:00,4567,Cancelled
287,Akasa Air,QP7454,CCU,PNQ,2024-02-29 05:00,2024-02-29 04:00,11745,Cancelled
288,Go First,UK9772,PNQ,TRV,2024-11-08 23:00,2024-11-08 04:00,4774,Cancelled
289,SpiceJet,UK8899,DEL,PNQ,2024-03-02 15:00,2024-03-02 01:00,6738,Cancelled
290,IndiGo,SG206,TRV,BOM,2024-10-22 12:00,2024-10-22 03:00,6458,Delayed
291,Vistara,QP4886,AMD,BLR,2024-10-31 07:00,2024-10-31 04:00,6755,On Time
292,SpiceJet,QP4546,MAA,CCU,2024-12-22 14:00,2024-12-22 05:00,5084,Cancelled
293,Akasa Air,UK7733,BOM,HYD,2024-02-04 12:00,2024-02-04 04:00,6295,Delayed
294,Go First,6E1761,COK,TRV,2024-06-13 17:00,2024-06-13 01:00,6982,On Time
295,Akasa Air,UK3599,CCU,PNQ,2024-03-19 16:00,2024-03-19 02:00,10520,Delayed
296,Akasa Air,AI407,PNQ,CCU,2024-08-15 15:00,2024-08-15 02:00,9625,On Time
297,Akasa Air,AI7174,HYD,BOM,2024-10-22 19:00,2024-10-22 02:00,4783,Delayed
298,Air India,6E3270,PNQ,AMD,2024-02-08 07:00,2024-02-08 01:00,8721,On Time
299,Vistara,UK9069,MAA,AMD,2024-09-28 04:00,2024-09-28 04:00,10571,On Time
300,SpiceJet,UK2248,COK,DEL,2024-11-13 02:00,2024-11-13 02:00,3804,Delayed
301,SpiceJet,SG4453,MAA,AMD,2024-12-16 07:00,2024-12-16 01:00,7959,Delayed
302,IndiGo,6E4689,BOM,BLR,2024-07-16 04:00,2024-07-16 02:00,4090,On Time
303,Vistara,SG3805,HYD,TRV,2024-11-11 16:00,2024-11-11 04:00,4805,Delayed
304,SpiceJet,QP5743,AMD,COK,2024-12-20 04:00,2024-12-20 01:00,4487,Cancelled
305,SpiceJet,SG4404,BOM,DEL,2024-11-15 22:00,2024-11-15 04:00,3745,On Time
306,Vistara,6E9403,MAA,TRV,2024-01-23 03:00,2024-01-23 04:00,7132,On Time
307,Go First,6E1396,HYD,DEL,2024-06-14 14:00,2024-06-14 02:00,7199,On Time
308,IndiGo,QP3908,MAA,AMD,2024-02-24 06:00,2024-02-24 02:00,5666,Delayed
309,Akasa Air,6E5530,COK,CCU,2024-01-12 10:00,2024-01-12 05:00,10046,Cancelled
310,IndiGo,QP9157,MAA,BLR,2024-01-20 01:00,2024-01-20 03:00,8974,Cancelled
311,IndiGo,6E1537,COK,PNQ,2024-10-11 19:00,2024-10-11 01:00,6368,Delayed
312,Go First,AI3326,BOM,BLR,2024-08-05 11:00,2024-08-05 05:00,6184,On Time
313,SpiceJet,QP161,MAA,COK,2024-03-28 03:00,2024-03-28 02:00,3543,Cancelled
314,Go First,UK6381,COK,BLR,2024-06-17 18:00,2024-06-17 05:00,11632,On Time
315,SpiceJet,AI6682,HYD,COK,2024-05-09 10:00,2024-05-09 04:00,6601,Delayed
316,SpiceJet,QP3628,HYD,COK,2024-11-12 04:00,2024-11-12 04:00,11688,On Time
317,Akasa Air,AI4576,MAA,PNQ,2024-07-12 00:00,2024-07-12 03:00,9209,Delayed
318,Vistara,UK3235,AMD,TRV,2024-10-24 17:00,2024-10-24 05:00,11228,On Time
319,Air India,UK9256,COK,MAA,2024-08-04 02:00,2024-08-04 03:00,10539,Delayed
320,Go First,6E262,BOM,AMD,2024-06-02 13:00,2024-06-02 01:00,5698,Cancelled
321,Go First,AI1740,CCU,DEL,2024-11-28 07:00,2024-11-28 02:00,7799,Delayed
322,SpiceJet,AI8621,PNQ,DEL,2024-04-12 12:00,2024-04-12 02:00,5038,On Time
323,Akasa Air,QP7692,TRV,HYD,2024-05-19 09:00,2024-05-19 04:00,6777,On Time
324,Go First,QP2151,PNQ,CCU,2024-11-10 09:00,2024-11-10 05:00,3450,Cancelled
325,SpiceJet,SG1470,AMD,DEL,2024-11-03 00:00,2024-11-03 02:00,6530,On Time
326,Go First,UK1616,DEL,TRV,2024-03-09 20:00,2024-03-09 03:00,8030,Cancelled
327,SpiceJet,UK8715,CCU,COK,2024-01-13 09:00,2024-01-13 04:00,3541,On Time
328,Go First,UK9956,PNQ,BLR,2024-07-23 06:00,2024-07-23 05:00,7501,Delayed
329,Go First,UK579,TRV,BLR,2024-04-29 06:00,2024-04-29 01:00,6659,Cancelled
330,Air India,AI8884,COK,MAA,2024-06-10 07:00,2024-06-10 04:00,10282,Delayed
331,Vistara,SG4595,PNQ,AMD,2024-06-14 15:00,2024-06-14 02:00,10948,On Time
332,IndiGo,6E2175,HYD,MAA,2024-09-13 19:00,2024-09-13 03:00,9212,On Time
333,Akasa Air,SG302,BOM,TRV,2024-09-19 18:00,2024-09-19 03:00,6337,Delayed
334,Vistara,AI1519,PNQ,BLR,2024-02-20 10:00,2024-02-20 01:00,6367,Delayed
335,Akasa Air,SG7034,COK,AMD,2024-09-19 16:00,2024-09-19 01:00,6959,Delayed
336,SpiceJet,6E2742,AMD,DEL,2024-02-12 01:00,2024-02-12 03:00,10411,Delayed
337,Akasa Air,QP9698,AMD,CCU,2024-09-08 22:00,2024-09-08 03:00,2673,Cancelled
338,SpiceJet,UK565,MAA,HYD,2024-11-11 07:00,2024-11-11 01:00,9714,Delayed
339,Go First,6E4705,PNQ,HYD,2024-03-04 08:00,2024-03-04 03:00,10273,Delayed
340,Vistara,UK8810,BLR,PNQ,2024-11-27 14:00,2024-11-27 02:00,8054,Cancelled
341,Akasa Air,AI3044,AMD,CCU,2024-02-12 21:00,2024-02-12 04:00,4300,Delayed
342,Go First,QP6720,CCU,PNQ,2024-05-30 19:00,2024-05-30 04:00,9058,On Time
343,Vistara,SG7025,BOM,COK,2024-01-13 08:00,2024-01-13 04:00,10583,On Time
344,Akasa Air,UK6836,CCU,MAA,2024-08-14 17:00,2024-08-14 01:00,9060,Delayed
345,SpiceJet,AI7431,MAA,DEL,2024-07-29 02:00,2024-07-29 05:00,11328,Cancelled
346,IndiGo,UK2083,AMD,COK,2024-05-15 09:00,2024-05-15 05:00,7679,On Time
347,Vistara,AI1486,DEL,COK,2024-11-03 17:00,2024-11-03 01:00,9943,On Time
348,Akasa Air,SG2649,PNQ,BLR,2024-08-30 20:00,2024-08-30 01:00,5153,Cancelled
349,Go First,QP9149,AMD,TRV,2024-12-27 13:00,2024-12-27 02:00,10584,On Time
350,SpiceJet,6E585,PNQ,AMD,2024-03-27 14:00,2024-03-27 02:00,4890,Delayed
351,Akasa Air,QP4894,TRV,HYD,2024-06-07 23:00,2024-06-07 04:00,7589,On Time
352,Air India,QP2950,PNQ,BLR,2024-12-08 10:00,2024-12-08 03:00,6890,Delayed
353,Go First,6E182,TRV,MAA,2024-11-21 12:00,2024-11-21 04:00,9298,On Time
354,Vistara,SG2222,PNQ,TRV,2024-05-31 18:00,2024-05-31 05:00,7062,Cancelled
355,Go First,AI1975,BOM,DEL,2024-03-05 15:00,2024-03-05 03:00,8764,Cancelled
356,SpiceJet,UK9375,PNQ,AMD,2024-10-31 01:00,2024-10-31 04:00,11622,On Time
357,Vistara,AI659,BOM,CCU,2024-10-12 18:00,2024-10-12 05:00,6254,Delayed
358,Go First,SG5884,HYD,MAA,2024-10-04 22:00,2024-10-04 02:00,9422,On Time
359,Akasa Air,6E513,PNQ,HYD,2024-04-22 13:00,2024-04-22 03:00,9713,On Time
360,Air India,AI1774,MAA,BLR,2024-03-21 22:00,2024-03-21 04:00,3443,On Time
361,Go First,SG7239,MAA,BLR,2024-10-23 13:00,2024-10-23 01:00,7625,Cancelled
362,IndiGo,SG6844,AMD,CCU,2024-08-11 05:00,2024-08-11 01:00,8617,Cancelled
363,IndiGo,QP5108,CCU,PNQ,2024-01-20 18:00,2024-01-20 05:00,10826,Cancelled
364,Air India,UK172,BLR,TRV,2024-07-05 02:00,2024-07-05 01:00,9974,Cancelled
365,Akasa Air,6E9836,BLR,HYD,2024-12-23 18:00,2024-12-23 02:00,8738,Cancelled
366,Air India,AI6437,TRV,PNQ,2024-04-25 01:00,2024-04-25 02:00,11813,Delayed
367,Akasa Air,AI437,TRV,BOM,2024-04-14 16:00,2024-04-14 01:00,10555,Cancelled
368,IndiGo,SG4947,BOM,DEL,2024-09-10 21:00,2024-09-10 03:00,4467,Delayed
369,Go First,QP2473,CCU,DEL,2024-05-25 02:00,2024-05-25 05:00,11616,Cancelled
370,Go First,AI9090,BLR,HYD,2024-12-27 23:00,2024-12-27 05:00,6197,On Time
371,IndiGo,6E7201,DEL,CCU,2024-02-04 14:00,2024-02-04 02:00,11478,Cancelled
372,SpiceJet,6E2103,HYD,DEL,2024-02-17 01:00,2024-02-17 05:00,3707,Delayed
373,SpiceJet,QP9428,BOM,CCU,2024-10-14 11:00,2024-10-14 01:00,4466,Cancelled
374,Go First,SG8421,CCU,COK,2024-12-09 07:00,2024-12-09 04:00,8840,Cancelled
375,Go First,6E3992,PNQ,DEL,2024-02-22 15:00,2024-02-22 02:00,8298,Delayed
376,Akasa Air,QP700,DEL,MAA,2024-04-18 04:00,2024-04-18 03:00,7214,Cancelled
377,Air India,SG3641,MAA,TRV,2024-08-20 16:00,2024-08-20 01:00,3879,Cancelled
378,Air India,QP7202,HYD,BOM,2024-03-04 11:00,2024-03-04 05:00,11539,Cancelled
379,IndiGo,QP498,DEL,AMD,2024-02-06 11:00,2024-02-06 05:00,5599,Cancelled
380,Akasa Air,SG7667,DEL,PNQ,2024-08-16 05:00,2024-08-16 03:00,9820,Cancelled
381,Vistara,6E2905,HYD,MAA,2024-09-21 11:00,2024-09-21 04:00,5722,Delayed
382,Vistara,QP8286,HYD,BOM,2024-08-30 18:00,2024-08-30 04:00,9591,Delayed
383,Go First,SG8185,BOM,AMD,2024-02-01 13:00,2024-02-01 04:00,8736,On Time
384,IndiGo,6E7006,BLR,PNQ,2024-04-15 19:00,2024-04-15 04:00,3575,On Time
385,Vistara,6E6962,MAA,AMD,2024-04-08 06:00,2024-04-08 02:00,5787,Delayed
386,Vistara,AI9207,CCU,AMD,2024-05-28 23:00,2024-05-28 05:00,9583,On Time
387,Go First,AI3033,MAA,DEL,2024-11-16 21:00,2024-11-16 02:00,8423,Delayed
388,IndiGo,SG7034,TRV,BLR,2024-05-26 21:00,2024-05-26 04:00,6778,Cancelled
389,Akasa Air,6E9101,MAA,TRV,2024-06-12 15:00,2024-06-12 01:00,8564,Cancelled
390,IndiGo,UK8326,TRV,PNQ,2024-07-27 23:00,2024-07-27 05:00,2816,On Time
391,Vistara,6E5186,BOM,MAA,2024-06-21 19:00,2024-06-21 04:00,8507,Cancelled
392,SpiceJet,QP3818,MAA,BLR,2024-08-19 16:00,2024-08-19 04:00,4066,Delayed
393,Akasa Air,QP4619,BLR,BOM,2024-03-05 07:00,2024-03-05 04:00,6910,On Time
394,Air India,6E4689,COK,MAA,2024-11-08 22:00,2024-11-08 02:00,11728,On Time
395,Akasa Air,UK3276,DEL,HYD,2024-09-06 20:00,2024-09-06 03:00,11676,Delayed
396,Go First,AI2267,TRV,BLR,2024-03-05 16:00,2024-03-05 04:00,10337,On Time
397,Akasa Air,6E3629,AMD,BOM,2024-02-22 08:00,2024-02-22 03:00,5157,On Time
398,Akasa Air,AI8148,COK,TRV,2024-02-03 20:00,2024-02-03 05:00,7936,Cancelled
399,Air India,UK1146,COK,BLR,2024-12-29 07:00,2024-12-29 01:00,6231,Delayed
400,Go First,SG8808,CCU,BLR,2024-10-21 06:00,2024-10-21 02:00,7526,Delayed
401,Vistara,SG7377,TRV,CCU,2024-08-24 12:00,2024-08-24 01:00,5465,Delayed
402,Akasa Air,6E4626,BOM,AMD,2024-01-23 12:00,2024-01-23 02:00,6126,Cancelled
403,Go First,AI5467,MAA,DEL,2024-08-19 08:00,2024-08-19 01:00,9845,Cancelled
404,IndiGo,SG2387,TRV,BOM,2024-06-24 01:00,2024-06-24 01:00,6071,Delayed
405,SpiceJet,UK2014,DEL,CCU,2024-05-13 10:00,2024-05-13 04:00,3005,On Time
406,Vistara,UK8119,CCU,TRV,2024-09-12 13:00,2024-09-12 02:00,6059,Delayed
407,Air India,SG3913,DEL,COK,2024-07-23 03:00,2024-07-23 03:00,9232,Cancelled
408,Go First,SG9316,DEL,HYD,2024-07-10 03:00,2024-07-10 05:00,9883,Cancelled
409,Air India,UK8834,PNQ,TRV,2024-09-22 17:00,2024-09-22 05:00,3948,On Time
410,Vistara,6E8184,CCU,MAA,2024-02-10 16:00,2024-02-10 02:00,11956,On Time
411,IndiGo,6E1675,BLR,HYD,2024-04-01 23:00,2024-04-01 02:00,11295,Cancelled
412,IndiGo,6E5266,COK,BLR,2024-06-11 15:00,2024-06-11 05:00,8024,Cancelled
413,Vistara,SG2755,PNQ,CCU,2024-01-25 06:00,2024-01-25 03:00,9593,Cancelled
414,Go First,6E8240,BLR,AMD,2024-05-25 13:00,2024-05-25 04:00,5676,On Time
415,Air India,6E220,COK,AMD,2024-05-03 18:00,2024-05-03 04:00,5101,Delayed
416,Akasa Air,6E8004,COK,BOM,2024-04-12 03:00,2024-04-12 04:00,11653,Delayed
417,Vistara,SG2286,PNQ,DEL,2024-03-16 00:00,2024-03-16 03:00,5303,Delayed
418,SpiceJet,SG6896,DEL,TRV,2024-09-28 02:00,2024-09-28 02:00,11841,Delayed
419,SpiceJet,SG8968,AMD,BOM,2024-05-04 03:00,2024-05-04 05:00,9501,Delayed
420,IndiGo,QP6302,DEL,COK,2024-01-15 12:00,2024-01-15 04:00,9340,Delayed
421,SpiceJet,SG5161,HYD,BLR,2024-07-30 16:00,2024-07-30 05:00,5873,Delayed
422,Akasa Air,QP8701,DEL,MAA,2024-10-09 23:00,2024-10-09 01:00,10139,Cancelled
423,Vistara,6E6972,TRV,COK,2024-03-22 04:00,2024-03-22 01:00,10417,On Time
424,Air India,UK9368,MAA,BOM,2024-06-11 09:00,2024-06-11 02:00,6443,Delayed
425,Akasa Air,UK7481,TRV,MAA,2024-01-15 15:00,2024-01-15 04:00,6187,Delayed
426,Vistara,SG1226,TRV,COK,2024-09-28 10:00,2024-09-28 04:00,5052,Cancelled
427,IndiGo,QP7391,CCU,COK,2024-10-18 12:00,2024-10-18 04:00,10843,Cancelled
428,SpiceJet,QP1079,HYD,BOM,2024-12-01 03:00,2024-12-01 05:00,10100,Delayed
429,Air India,6E5289,COK,TRV,2024-03-30 20:00,2024-03-30 03:00,4051,Delayed
430,SpiceJet,SG8152,DEL,PNQ,2024-04-02 01:00,2024-04-02 04:00,5853,Cancelled
431,SpiceJet,UK9180,BOM,BLR,2024-08-23 14:00,2024-08-23 04:00,3933,On Time
432,Air India,6E3863,DEL,BLR,2024-02-13 07:00,2024-02-13 05:00,4349,Cancelled
433,SpiceJet,SG2931,PNQ,AMD,2024-11-02 07:00,2024-11-02 05:00,9553,Cancelled
434,Akasa Air,QP7414,CCU,AMD,2024-06-14 15:00,2024-06-14 04:00,3892,Delayed
435,Vistara,UK9112,BLR,MAA,2024-10-06 15:00,2024-10-06 03:00,4637,Cancelled
436,SpiceJet,UK7614,BOM,CCU,2024-10-15 11:00,2024-10-15 02:00,6482,Cancelled
437,Go First,QP2548,BOM,DEL,2024-07-02 08:00,2024-07-02 05:00,10335,Delayed
438,Akasa Air,SG3843,BOM,COK,2024-01-31 03:00,2024-01-31 05:00,5412,On Time
439,IndiGo,SG6766,HYD,AMD,2024-06-15 07:00,2024-06-15 02:00,3702,On Time
440,Akasa Air,UK310,HYD,TRV,2024-06-14 16:00,2024-06-14 02:00,7574,Cancelled
441,Air India,UK447,DEL,BOM,2024-11-13 14:00,2024-11-13 04:00,5744,On Time
442,SpiceJet,AI3223,TRV,DEL,2024-04-11 18:00,2024-04-11 02:00,11360,Delayed
443,Go First,6E7275,CCU,BOM,2024-04-25 00:00,2024-04-25 03:00,4166,Cancelled
444,Air India,UK699,BLR,TRV,2024-06-06 09:00,2024-06-06 05:00,4389,Cancelled
445,SpiceJet,6E5297,MAA,AMD,2024-12-26 00:00,2024-12-26 02:00,7169,Delayed
446,Vistara,SG6128,COK,TRV,2024-11-12 13:00,2024-11-12 04:00,11569,Cancelled
447,SpiceJet,QP2566,DEL,AMD,2024-10-19 02:00,2024-10-19 03:00,4881,Delayed
448,Akasa Air,QP8875,AMD,COK,2024-01-08 00:00,2024-01-08 01:00,10815,Cancelled
449,IndiGo,UK4725,COK,HYD,2024-11-15 21:00,2024-11-15 04:00,6289,On Time
450,Go First,6E1645,AMD,BLR,2024-09-11 14:00,2024-09-11 01:00,5131,Delayed
451,Air India,AI9038,TRV,MAA,2024-07-25 13:00,2024-07-25 04:00,10934,Delayed
452,Akasa Air,SG8160,MAA,PNQ,2024-04-07 18:00,2024-04-07 01:00,11995,Cancelled
453,IndiGo,UK8601,HYD,COK,2024-05-26 17:00,2024-05-26 01:00,5762,On Time
454,Vistara,UK1421,MAA,CCU,2024-10-13 02:00,2024-10-13 05:00,5147,Cancelled
455,IndiGo,AI2938,COK,HYD,2024-07-22 17:00,2024-07-22 04:00,9875,Delayed
456,Akasa Air,UK7281,CCU,HYD,2024-08-21 05:00,2024-08-21 05:00,8677,Cancelled
457,Go First,QP3101,DEL,MAA,2024-08-13 18:00,2024-08-13 03:00,3589,Delayed
458,Go First,AI5501,BOM,DEL,2024-05-30 23:00,2024-05-30 03:00,2844,On Time
459,Go First,SG7326,MAA,PNQ,2024-12-08 11:00,2024-12-08 02:00,8407,Cancelled
460,Akasa Air,AI6872,BLR,CCU,2024-05-27 14:00,2024-05-27 04:00,3601,On Time
461,SpiceJet,SG3796,DEL,COK,2024-04-08 15:00,2024-04-08 03:00,3941,On Time
462,IndiGo,SG5372,TRV,COK,2024-01-16 06:00,2024-01-16 01:00,4785,Cancelled
463,SpiceJet,AI8356,BOM,PNQ,2024-03-02 07:00,2024-03-02 01:00,3948,Delayed
464,Vistara,AI1866,COK,HYD,2024-02-09 11:00,2024-02-09 03:00,6935,On Time
465,Air India,AI8522,MAA,HYD,2024-06-27 01:00,2024-06-27 02:00,4663,Cancelled
466,IndiGo,QP5463,HYD,AMD,2024-01-30 00:00,2024-01-30 04:00,6854,Delayed
467,IndiGo,AI7330,BLR,PNQ,2024-07-26 17:00,2024-07-26 01:00,7250,Delayed
468,Go First,QP493,CCU,COK,2024-09-14 20:00,2024-09-14 04:00,11459,Cancelled
469,IndiGo,QP6274,AMD,TRV,2024-02-25 20:00,2024-02-25 04:00,2909,Cancelled
470,Vistara,6E684,AMD,CCU,2024-06-30 03:00,2024-06-30 02:00,8616,Cancelled
471,IndiGo,6E1950,TRV,AMD,2024-03-16 12:00,2024-03-16 01:00,5886,Delayed
472,SpiceJet,SG7632,BLR,AMD,2024-07-14 06:00,2024-07-14 03:00,11237,Cancelled
473,Go First,UK8949,MAA,TRV,2024-02-10 03:00,2024-02-10 05:00,9862,Cancelled
474,Vistara,SG9704,PNQ,AMD,2024-02-20 04:00,2024-02-20 03:00,6386,On Time
475,SpiceJet,6E672,AMD,TRV,2024-09-30 13:00,2024-09-30 02:00,2978,On Time
476,Go First,SG6634,BOM,AMD,2024-06-14 00:00,2024-06-14 04:00,8270,Delayed
477,SpiceJet,6E875,TRV,AMD,2024-01-09 04:00,2024-01-09 05:00,8877,Delayed
478,Air India,AI8792,DEL,BLR,2024-04-25 20:00,2024-04-25 04:00,8572,On Time
479,Go First,UK7891,BLR,MAA,2024-06-01 04:00,2024-06-01 04:00,4152,On Time
480,Air India,6E794,PNQ,TRV,2024-09-10 12:00,2024-09-10 03:00,2589,Cancelled
481,Go First,SG6685,CCU,MAA,2024-11-28 09:00,2024-11-28 01:00,10062,Cancelled
482,SpiceJet,6E8390,MAA,CCU,2024-02-17 08:00,2024-02-17 04:00,6341,Cancelled
483,Akasa Air,AI5876,CCU,COK,2024-03-05 12:00,2024-03-05 01:00,11870,Delayed
484,Go First,UK5805,BOM,MAA,2024-09-07 11:00,2024-09-07 01:00,4880,Cancelled
485,Air India,SG2807,BLR,HYD,2024-08-10 05:00,2024-08-10 04:00,4464,Cancelled
486,Vistara,AI5755,BOM,CCU,2024-09-10 01:00,2024-09-10 01:00,8341,Cancelled
487,Akasa Air,QP8166,COK,AMD,2024-07-20 04:00,2024-07-20 03:00,9284,Cancelled
488,Air India,SG793,BOM,TRV,2024-08-03 21:00,2024-08-03 02:00,4339,Delayed
489,Air India,QP4981,BLR,DEL,2024-05-27 06:00,2024-05-27 05:00,2709,Cancelled
490,Go First,UK3591,AMD,TRV,2024-05-14 23:00,2024-05-14 01:00,7732,Cancelled
491,Akasa Air,6E2261,CCU,BLR,2024-05-05 23:00,2024-05-05 04:00,3335,On Time
492,SpiceJet,SG765,AMD,BLR,2024-08-01 16:00,2024-08-01 05:00,9038,Cancelled
493,Akasa Air,6E5018,CCU,BOM,2024-11-30 16:00,2024-11-30 04:00,7812,Cancelled
494,SpiceJet,6E6234,COK,PNQ,2024-05-30 02:00,2024-05-30 03:00,9153,On Time
495,IndiGo,QP1315,TRV,PNQ,2024-08-14 04:00,2024-08-14 02:00,10086,Delayed
496,IndiGo,AI4661,COK,BLR,2024-04-29 09:00,2024-04-29 03:00,6941,Delayed
497,Vistara,UK6467,PNQ,HYD,2024-05-27 07:00,2024-05-27 03:00,8320,Delayed
498,Go First,6E9492,DEL,BLR,2024-05-12 19:00,2024-05-12 04:00,2606,Delayed
499,Akasa Air,6E9427,TRV,CCU,2024-12-19 11:00,2024-12-19 03:00,9349,Cancelled
500,IndiGo,SG3445,HYD,DEL,2024-08-26 11:00,2024-08-26 05:00,7412,On Time
501,Akasa Air,UK4749,CCU,COK,2024-07-26 02:00,2024-07-26 01:00,3753,Delayed
502,SpiceJet,QP1042,PNQ,MAA,2024-06-07 07:00,2024-06-07 01:00,10117,On Time
503,IndiGo,6E8209,COK,HYD,2024-10-13 07:00,2024-10-13 03:00,3662,On Time
504,Akasa Air,SG1863,PNQ,COK,2024-08-23 10:00,2024-08-23 05:00,6735,On Time
505,Air India,UK9690,AMD,DEL,2024-04-07 09:00,2024-04-07 01:00,6550,Cancelled
506,Air India,QP7828,BOM,TRV,2024-07-29 18:00,2024-07-29 01:00,4825,Cancelled
507,Go First,QP2307,AMD,CCU,2024-10-10 04:00,2024-10-10 05:00,6350,Delayed
508,IndiGo,AI5959,MAA,COK,2024-10-30 07:00,2024-10-30 05:00,5840,On Time
509,IndiGo,QP8439,AMD,PNQ,2024-06-14 12:00,2024-06-14 04:00,11273,Cancelled
510,Go First,QP8118,COK,AMD,2024-11-22 23:00,2024-11-22 04:00,3310,Delayed
511,IndiGo,6E8579,COK,DEL,2024-01-08 20:00,2024-01-08 02:00,4546,Cancelled
512,Air India,AI3660,BLR,DEL,2024-04-28 10:00,2024-04-28 04:00,4481,On Time
513,Vistara,6E1828,MAA,BOM,2024-08-05 04:00,2024-08-05 01:00,2932,Cancelled
514,Vistara,AI551,PNQ,BOM,2024-10-12 19:00,2024-10-12 01:00,11266,Cancelled
515,IndiGo,AI2292,AMD,HYD,2024-04-13 17:00,2024-04-13 02:00,5365,Delayed
516,SpiceJet,QP5623,AMD,DEL,2024-03-01 11:00,2024-03-01 05:00,10368,Cancelled
517,Go First,QP3859,CCU,HYD,2024-05-18 20:00,2024-05-18 01:00,10133,Delayed
518,Air India,SG3839,BLR,DEL,2024-11-21 14:00,2024-11-21 05:00,6727,Delayed
519,Akasa Air,UK5833,COK,BLR,2024-03-21 03:00,2024-03-21 01:00,3643,Delayed
520,Vistara,QP7940,MAA,PNQ,2024-05-08 21:00,2024-05-08 03:00,4529,Cancelled
521,Akasa Air,6E8974,COK,BOM,2024-09-08 14:00,2024-09-08 01:00,3626,Cancelled
522,Akasa Air,6E2495,PNQ,AMD,2024-08-02 16:00,2024-08-02 01:00,6964,On Time
523,IndiGo,6E8452,MAA,COK,2024-01-16 10:00,2024-01-16 04:00,6167,On Time
524,Go First,SG2037,BLR,BOM,2024-07-31 15:00,2024-07-31 05:00,10287,On Time
525,Go First,6E3544,BOM,HYD,2024-02-28 23:00,2024-02-28 01:00,7451,Delayed
526,Akasa Air,UK6802,PNQ,MAA,2024-10-01 11:00,2024-10-01 02:00,5610,Cancelled
527,Akasa Air,UK4887,DEL,HYD,2024-02-23 00:00,2024-02-23 03:00,5416,Delayed
528,Akasa Air,QP8394,BOM,BLR,2024-09-10 07:00,2024-09-10 01:00,9413,On Time
529,Go First,UK9840,MAA,BLR,2024-11-08 08:00,2024-11-08 03:00,7693,Delayed
530,SpiceJet,6E5894,COK,AMD,2024-10-06 01:00,2024-10-06 02:00,8110,Delayed
531,Vistara,6E4467,TRV,PNQ,2024-04-26 00:00,2024-04-26 05:00,3167,Delayed
532,Akasa Air,6E248,DEL,TRV,2024-07-31 14:00,2024-07-31 04:00,11308,Cancelled
533,SpiceJet,QP1098,HYD,MAA,2024-04-22 15:00,2024-04-22 05:00,7746,Cancelled
534,Go First,SG769,AMD,HYD,2024-01-07 10:00,2024-01-07 02:00,11149,Cancelled
535,Air India,UK2111,MAA,BLR,2024-05-28 07:00,2024-05-28 03:00,10015,Cancelled
536,Go First,AI6623,CCU,DEL,2024-05-21 20:00,2024-05-21 05:00,3746,Delayed
537,Akasa Air,UK4392,MAA,PNQ,2024-03-14 20:00,2024-03-14 04:00,2715,Delayed
538,Vistara,AI4575,HYD,MAA,2024-01-27 22:00,2024-01-27 02:00,9747,On Time
539,Vistara,SG1725,BLR,TRV,2024-07-31 22:00,2024-07-31 03:00,3539,Cancelled
540,Go First,AI5944,AMD,BOM,2024-03-13 06:00,2024-03-13 04:00,8402,Delayed
541,Air India,6E1441,BOM,HYD,2024-12-09 05:00,2024-12-09 02:00,3271,Cancelled
542,IndiGo,6E3327,BLR,PNQ,2024-02-27 16:00,2024-02-27 05:00,5708,Delayed
543,Go First,SG3244,BOM,BLR,2024-05-12 01:00,2024-05-12 03:00,10075,Delayed
544,Go First,UK9132,MAA,HYD,2024-04-21 03:00,2024-04-21 02:00,7917,On Time
545,Akasa Air,SG5173,BOM,AMD,2024-07-14 22:00,2024-07-14 03:00,7844,Delayed
546,Vistara,AI7956,COK,AMD,2024-10-25 23:00,2024-10-25 04:00,11813,Delayed
547,SpiceJet,QP5118,HYD,COK,2024-03-12 13:00,2024-03-12 04:00,11517,Delayed
548,Vistara,SG1119,PNQ,COK,2024-04-26 04:00,2024-04-26 02:00,10800,On Time
549,IndiGo,AI9565,TRV,PNQ,2024-08-18 00:00,2024-08-18 04:00,9156,Cancelled
550,Go First,AI2576,PNQ,BOM,2024-11-30 16:00,2024-11-30 02:00,9792,On Time
